Symbol,Company Name,Industry,Market Cap
INT,World Fuel Services,Oil & Gas Refining & Marketing,1632953336
INTA,Intapp,Software - Application,2860543266
INTC,Intel,Semiconductors,136065927895
INTE,Integral Acquisition Corporation 1,Shell Companies,149068760
INTG,The InterGroup Corporation,Lodging,99292001
INTR,Inter & Co,Banks - Regional,683065151
INTT,inTEST,Semiconductor Equipment & Materials,230657836
INTU,Intuit,Software - Application,123628198769
INTZ,Intrusion,Software - Infrastructure,24684020
INUV,Inuvo,Advertising Agencies,36848542
INVA,Innoviva,Biotechnology,775956233
INVE,Identiv,Computer Hardware,139674304
INVH,Invitation Homes,REIT - Residential,19069909340
INVO,INVO Bioscience,Medical Devices,8923469
INVZ,Innoviz Technologies,Auto Parts,453952260
INZY,Inozyme Pharma,Biotechnology,235650800
IOAC,Innovative International Acquisition,Shell Companies,129142375
IOBT,IO Biotech,Biotechnology,53596458
IONM,Assure Holdings,Medical Care Facilities,3380377
IONQ,"IonQ, Inc.",Computer Hardware,1229747899
IONR,ioneer,Other Industrial Metals & Mining,405504205
IONS,Ionis Pharmaceuticals,Biotechnology,5053423900
IOR,Income Opportunity Realty Investors,Mortgage Finance,45456511
IOSP,Innospec,Specialty Chemicals,2570093653
IOT,Samsara,Software - Infrastructure,10476692500
IOVA,Iovance Biotherapeutics,Biotechnology,1408220970
IP,International Paper Company,Packaging & Containers,12563201935
IPA,ImmunoPrecise Antibodies,Biotechnology,62338500
IPAR,Inter Parfums,Household & Personal Products,4701458348
IPDN,Professional Diversity Network,Staffing & Employment Services,46303391
IPG,The Interpublic Group of Companies,Advertising Agencies,14468507560
IPGP,IPG Photonics,Semiconductor Equipment & Materials,5752712406
IPHA,Innate Pharma,Biotechnology,252688262
IPI,Intrepid Potash,Agricultural Inputs,362973348
IPSC,Century Therapeutics,Biotechnology,203546864
IPVF,InterPrivate III Financial Partners,Shell Companies,344327001
IPVI,InterPrivate IV InfraTech Partners,Shell Companies,370156250
IPW,iPower,Internet Retail,18926336
IPWR,Ideal Power,Electrical Equipment & Parts,61530959
IPX,IperionX,Other Industrial Metals & Mining,94173750
IQ,iQIYI,Entertainment,6907330796
IQMD,Intelligent Medicine Acquisition,Shell Companies,266253740
IQV,IQVIA Holdings,Diagnostics & Research,37215168531
IR,Ingersoll Rand,Specialty Industrial Machinery,23604943064
IRAA,Iris Acquisition,Shell Companies,347760000
IRBT,iRobot,"Furnishings, Fixtures & Appliances",1181961470
IRDM,Iridium Communications,Telecom Services,7855120380
IREN,Iris Energy,Capital Markets,163849042
IRIX,IRIDEX,Medical Devices,32654688
IRM,Iron Mountain,REIT - Specialty,15420396960
IRMD,IRadimed,Medical Devices,490757004
IRNT,IronNet,Software - Infrastructure,35416282
IRON,Disc Medicine,Biotechnology,413910976
IROQ,IF Bancorp,Banks - Regional,51733265
IRRX,Integrated Rail and Resources Acquisition,Shell Companies,304750011
IRS,IRSA Inversiones y Representaciones,Conglomerates,958211188
IRT,Independence Realty Trust,REIT - Residential,3595320668
IRTC,iRhythm Technologies,Medical Devices,3723554649
IRWD,Ironwood Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1646407440
ISDR,Issuer Direct,Software - Application,79800971
ISEE,IVERIC bio,Biotechnology,3632361780
ISIG,Insignia Systems,Advertising Agencies,12493737
ISPC,iSpecimen,Diagnostics & Research,11541197
ISPO,Inspirato,Leisure,65743233
ISRG,Intuitive Surgical,Medical Instruments & Supplies,88800655182
ISRL,Israel Acquisitions,Shell Companies,204473582
ISSC,Innovative Solutions and Support,Aerospace & Defense,130143024
ISTR,Investar Holding,Banks - Regional,133417808
ISUN,"iSun, Inc.",Solar,14884674
IT,Gartner,Information Technology Services,25671767426
ITAQ,Industrial Tech Acquisitions II,Shell Companies,223818750
ITCB,Itaú Corpbanca,Banks - Regional,2422043903
ITCI,Intra-Cellular Therapies,Drug Manufacturers - Specialty & Generic,5208957600
ITGR,Integer Holdings,Medical Devices,2507331384
ITI,Iteris,Communication Equipment,200611467
ITIC,Investors Title Company,Insurance - Specialty,293794183
ITOS,iTeos Therapeutics,Biotechnology,495009738
ITP,IT Tech Packaging,Paper & Paper Products,3754581
ITRG,Integra Resources,Other Precious Metals & Mining,40360430
ITRI,Itron,Scientific & Technical Instruments,2513128005
ITRM,Iterum Therapeutics,Biotechnology,12342742
ITRN,Ituran Location and Control,Communication Equipment,446283744
ITT,ITT Inc.,Specialty Industrial Machinery,7117244460
ITUB,Itaú Unibanco Holding,Banks - Regional,46039635364
ITW,Illinois Tool Works,Specialty Industrial Machinery,74492154025
IVA,Inventiva,Biotechnology,145784332
IVAC,Intevac,Aerospace & Defense,192969788
IVCA,Investcorp India Acquisition,Shell Companies,340256797
IVCB,Investcorp Europe Acquisition Corp I,Shell Companies,451518729
IVCP,Swiftmerge Acquisition,Shell Companies,290250010
IVDA,Iveda Solutions,Security & Protection Services,20803713
IVR,Invesco Mortgage Capital,REIT - Mortgage,452896080
IVT,InvenTrust Properties,REIT - Retail,1578184114
IVVD,Invivyd,Biotechnology,124476600
IVZ,Invesco,Asset Management,7366966330
IX,ORIX Corporation,Credit Services,19222649600
IXAQ,IX Acquisition,Shell Companies,295837500
IXHL,Incannex Healthcare,Drug Manufacturers - Specialty & Generic,139022076
IZEA,IZEA Worldwide,Internet Content & Information,38018311
IZM,ICZOOM Group,Specialty Retail,11434498
J,Jacobs Engineering Group,Engineering & Construction,14904100680
JACK,Jack in the Box,Restaurants,1843323792
JAGX,Jaguar Health,Biotechnology,8109445
JAKK,JAKKS Pacific,Leisure,173662246
JAMF,Jamf Holding,Software - Application,2359484480
JAN,JanOne,Waste Management,3824245
JANX,Janux Therapeutics,Biotechnology,517059588
JAQC,Jupiter Acquisition,Shell Companies,205208736
JAZZ,Jazz Pharmaceuticals,Biotechnology,9209018874
JBGS,JBG SMITH Properties,REIT - Office,1727969340
JBHT,J.B. Hunt Transport Services,Integrated Freight & Logistics,17995793400
JBI,Janus International Group,Building Products & Equipment,1417160640
JBL,Jabil,Electronic Components,11656231500
JBLU,JetBlue Airways,Airlines,2346497105
JBSS,John B. Sanfilippo & Son,Packaged Foods,1135944872
JBT,John Bean Technologies,Specialty Industrial Machinery,3453408616
JCI,Johnson Controls International,Building Products & Equipment,41505310566
JCSE,JE Cleantech Holdings,Specialty Industrial Machinery,7908030
JCTCF,Jewett-Cameron Trading Company,Lumber & Wood Production,19069005
JD,JD.com,Internet Retail,66483200000
JEF,Jefferies Financial Group,Capital Markets,7379484800
JELD,JELD-WEN Holding,Building Products & Equipment,1091904848
JEWL,Adamas One,Luxury Goods,17810772
JFBR,Jeffs' Brands,Internet Retail,6136407
JFIN,Jiayin Group,Internet Content & Information,201096701
JFU,9F Inc.,Information Technology Services,17857018
JG,Aurora Mobile,Software - Infrastructure,66630113
JGGC,Jaguar Global Growth Corporation I,Shell Companies,318627003
JHG,Janus Henderson Group,Asset Management,4388280420
JHX,James Hardie Industries,Building Materials,9591271485
JILL,J.Jill,Apparel Retail,261250780
JJSF,J&J Snack Foods,Packaged Foods,2935352645
JKHY,Jack Henry & Associates,Information Technology Services,10991670115
JKS,JinkoSolar Holding Co.,Solar,2509332297
JLL,Jones Lang LaSalle,Real Estate Services,6917984127
JMIA,Jumia Technologies AG,Internet Retail,321604275
JMSB,John Marshall Bancorp,Banks - Regional,299508531
JNCE,Jounce Therapeutics,Biotechnology,96845280
JNJ,Johnson & Johnson,Drug Manufacturers - General,489346904000
JNPR,Juniper Networks,Communication Equipment,11063873920
JOAN,JOANN,Specialty Retail,64851330
JOB,GEE Group,Staffing & Employment Services,45310755
JOBY,Joby Aviation,Airports & Air Services,2608631834
JOE,The St. Joe Company,Real Estate - Diversified,2386505305
JOUT,Johnson Outdoors,Leisure,635876046
JPM,JPMorgan Chase & Co.,Banks - Diversified,383107737600
JRSH,Jerash Holdings (US),Apparel Manufacturing,58237079
JRVR,James River Group Holdings,Insurance - Specialty,764198883
JSPR,Jasper Therapeutics,Biotechnology,195795570
JT,Jianpu Technology,Credit Services,33123146
JUGG,Jaws Juggernaut Acquisition,Shell Companies,353279969
JUN,Juniper II,Shell Companies,387578760
JUPW,Jupiter Wellness,Drug Manufacturers - Specialty & Generic,12170536
JVA,Coffee Holding Co.,Packaged Foods,10104793
JWAC,Jupiter Wellness Acquisition,Shell Companies,191353689
JWEL,Jowell Global,Internet Retail,5478947
JWN,Nordstrom,Department Stores,2648897672
JWSM,Jaws Mustang Acquisition,Shell Companies,280625328
JXJT,JX Luxventure,Apparel Manufacturing,6606129
JXN,Jackson Financial,Insurance - Life,3009019973
JYNT,The Joint,Medical Care Facilities,238525633
JZ,Jianzhi Education Technology Group Company,Education & Training Services,64793850
JZXN,Jiuzi Holdings,Auto & Truck Dealerships,5267045
K,Kellogg Company,Packaged Foods,22996449480
KA,Kineta,Biotechnology,29112300
KACL,Kairous Acquisition Corp.,Shell Companies,48130166
KAI,Kadant,Specialty Industrial Machinery,2386109580
KAL,Kalera,Farm Products,3757802
KALA,Kala Pharmaceuticals,Drug Manufacturers - Specialty & Generic,29369750
KALU,Kaiser Aluminum,Aluminum,1192531248
KALV,KalVista Pharmaceuticals,Biotechnology,280189080
KAMN,Kaman,Aerospace & Defense,645751988
KAR,KAR Auction Services,Auto & Truck Dealerships,1481298400
KARO,Karooooo,Software - Application,719613075
KAVL,Kaival Brands Innovations Group,Tobacco,42042571
KB,KB Financial Group,Banks - Regional,13936674960
KBAL,Kimball International,"Furnishings, Fixtures & Appliances",452547711
KBH,KB Home,Residential Construction,3329025240
KBNT,Kubient,Software - Application,9822505
KBR,"KBR, Inc.",Engineering & Construction,7607060400
KC,Kingsoft Cloud Holdings,Software - Application,2374500960
KCGI,Kensington Capital Acquisition V,Shell Companies,359835010
KD,Kyndryl Holdings,Information Technology Services,3357973682
KDNY,Chinook Therapeutics,Biotechnology,1517096448
KDP,Keurig Dr Pepper,Beverages - Non-Alcoholic,49774267199
KE,Kimball Electronics,Electrical Equipment & Parts,591897348
KELYA,Kelly Services,Staffing & Employment Services,612977921
KELYB,Kelly Services,Staffing & Employment Services,638683776
KEN,Kenon Holdings,Utilities - Independent Power Producers,1654251080
KEP,Korea Electric Power,Utilities - Regulated Electric,8820598990
KEQU,Kewaunee Scientific,"Furnishings, Fixtures & Appliances",43075644
KERN,Akerna,Health Information Services,4902010
KEX,Kirby,Marine Shipping,4235258550
KEY,KeyCorp,Banks - Regional,11440505929
KEYS,Keysight Technologies,Scientific & Technical Instruments,28692850019
KFFB,Kentucky First Federal Bancorp,Banks - Regional,53609866
KFRC,Kforce,Staffing & Employment Services,1278228640
KFS,Kingsway Financial Services,Auto & Truck Dealerships,216889700
KFY,Korn Ferry,Staffing & Employment Services,2701689105
KGC,Kinross Gold,Gold,5830048000
KHC,The Kraft Heinz Company,Packaged Foods,47668952486
KIDS,OrthoPediatrics,Medical Devices,1014698742
KIM,Kimco Realty,REIT - Retail,12069296617
KIND,Nextdoor Holdings,Internet Content & Information,790138070
KINS,Kingstone Companies,Insurance - Property & Casualty,13268124
KIQ,Kelso Technologies,Railroads,15209628
KIRK,Kirkland's,Specialty Retail,36350040
KITT,Nauticus Robotics,Aerospace & Defense,143262339
KKR,KKR & Co.,Asset Management,44717336778
KLAC,KLA Corporation,Semiconductor Equipment & Materials,55252135200
KLIC,Kulicke and Soffa Industries,Semiconductor Equipment & Materials,2945503284
KLR,Kaleyra,Software - Application,21877835
KLTR,Kaltura,Software - Infrastructure,249428100
KLXE,KLX Energy Services Holdings,Oil & Gas Equipment & Services,218715974
KMB,Kimberly-Clark,Household & Personal Products,45559666700
KMDA,Kamada,Drug Manufacturers - Specialty & Generic,211834980
KMI,Kinder Morgan,Oil & Gas Midstream,39699680000
KMPR,Kemper,Insurance - Property & Casualty,3560230674
KMT,Kennametal,Tools & Accessories,2247508570
KMX,CarMax,Auto & Truck Dealerships,10205189920
KN,Knowles,Communication Equipment,1531185287
KNDI,Kandi Technologies Group,Auto Parts,209958266
KNOP,KNOT Offshore Partners LP,Marine Shipping,178634334
KNSA,Kiniksa Pharmaceuticals,Biotechnology,765191573
KNSL,Kinsale Capital Group,Insurance - Property & Casualty,6966286170
KNSW,KnightSwan Acquisition,Shell Companies,299321979
KNTE,Kinnate Biopharma,Biotechnology,318536064
KNTK,Kinetik Holdings,Oil & Gas Midstream,1557744918
KNW,Know Labs,Scientific & Technical Instruments,42905031
KNX,Knight-Swift Transportation Holdings,Trucking,8933668380
KO,The Coca-Cola Company,Beverages - Non-Alcoholic,269961737011
KOD,Kodiak Sciences,Biotechnology,284448334
KODK,Eastman Kodak Company,Specialty Business Services,336346700
KOF,"Coca-Cola FEMSA,",Beverages - Non-Alcoholic,17104958511
KOP,Koppers Holdings,Specialty Chemicals,725314528
KOPN,Kopin,Electronic Components,122702800
KORE,KORE Group Holdings,Telecom Services,91846560
KOS,Kosmos Energy,Oil & Gas E&P,3635317287
KOSS,Koss Corporation,Consumer Electronics,42673755
KPLT,Katapult Holdings,Software - Infrastructure,43866183
KPRX,Kiora Pharmaceuticals,Biotechnology,6410362
KPTI,Karyopharm Therapeutics,Biotechnology,449967740
KR,The Kroger Co.,Grocery Stores,35830353518
KRBP,Kiromic BioPharma,Biotechnology,3383276
KRC,Kilroy Realty,REIT - Office,3785422710
KREF,KKR Real Estate Finance Trust,REIT - Mortgage,775245900
KRG,Kite Realty Group Trust,REIT - Retail,4597072960
KRKR,36Kr Holdings,Internet Content & Information,43459655
KRMD,KORU Medical Systems,Medical Instruments & Supplies,188083215
KRNL,Kernel Group Holdings,Shell Companies,313892500
KRNT,Kornit Digital,Specialty Industrial Machinery,948836625
KRNY,Kearny Financial,Banks - Regional,544416696
KRO,Kronos Worldwide,Specialty Chemicals,1052762040
KRON,Kronos Bio,Biotechnology,82987344
KROS,Keros Therapeutics,Biotechnology,1229309340
KRP,"Kimbell Royalty Partners, LP",Oil & Gas E&P,1397027381
KRT,Karat Packaging,Packaging & Containers,264503750
KRTX,Karuna Therapeutics,Biotechnology,6895521450
KRUS,Kura Sushi USA,Restaurants,650592373
KRYS,Krystal Biotech,Biotechnology,2070113295
KSCP,Knightscope,Security & Protection Services,31351451
KSPN,Kaspien Holdings,Software - Application,3083105
KSS,Kohl's,Department Stores,2646805500
KT,KT Corporation,Telecom Services,5837768909
KTB,Kontoor Brands,Apparel Manufacturing,2710530338
KTCC,Key Tronic,Computer Hardware,77916156
KTOS,Kratos Defense & Security Solutions,Aerospace & Defense,1674445200
KTRA,Kintara Therapeutics,Biotechnology,6567176
KTTA,Pasithea Therapeutics,Biotechnology,11699480
KUKE,Kuke Music Holding,Entertainment,33073370
KULR,KULR Technology Group,Electronic Components,99783455
KURA,Kura Oncology,Biotechnology,874645308
KVHI,KVH Industries,Communication Equipment,227155766
KVSA,Khosla Ventures Acquisition Co.,Shell Companies,410568600
KVSC,Khosla Ventures Acquisition Co. III,Shell Companies,636981500
KW,Kennedy-Wilson Holdings,Real Estate Services,2241963880
KWE,KWESST Micro Systems,Aerospace & Defense,10790409
KWR,Quaker Chemical,Specialty Chemicals,3467003870
KXIN,Kaixin Auto Holdings,Auto & Truck Dealerships,101212339
KYCH,Keyarch Acquisition,Shell Companies,156340800
KYMR,Kymera Therapeutics,Biotechnology,1638401084
KZIA,Kazia Therapeutics,Biotechnology,21034554
KZR,Kezar Life Sciences,Biotechnology,215951590
L,Loews,Insurance - Property & Casualty,13296148840
LAB,Standard BioTools,Diagnostics & Research,150221418
LABP,Landos Biopharma,Biotechnology,8848709
LAC,Lithium Americas,Other Industrial Metals & Mining,3249386640
LAD,Lithia Motors,Auto & Truck Dealerships,6163758348
LADR,Ladder Capital,REIT - Mortgage,1182793700
LAKE,Lakeland Industries,Apparel Manufacturing,106211604
LAMR,Lamar Advertising Company,REIT - Specialty,10165642480
LANC,Lancaster Colony,Packaged Foods,5669976150
LAND,Gladstone Land,REIT - Industrial,587138160
LANV,Lanvin Group Holdings,Luxury Goods,654855000
LARK,Landmark Bancorp,Banks - Regional,108695846
LASE,Laser Photonics,Specialty Industrial Machinery,35689243
LASR,nLIGHT,Semiconductors,457864902
LATG,LatAmGrowth SPAC,Shell Companies,170300000
LAUR,Laureate Education,Education & Training Services,1807219538
LAW,CS Disco,Software - Application,382870880
LAZ,Lazard,Capital Markets,2835383408
LAZR,Luminar Technologies,Auto Parts,2278364871
LAZY,Lazydays Holdings,Auto & Truck Dealerships,162987500
LBAI,Lakeland Bancorp,Banks - Regional,1011691224
LBBB,Lakeshore Acquisition II,Shell Companies,95163015
LBC,Luther Burbank,Banks - Regional,482162625
LBPH,Longboard Pharmaceuticals,Biotechnology,96225026
LBRDA,Liberty Broadband,Telecom Services,11848645581
LBRDK,Liberty Broadband,Telecom Services,11878739839
LBRT,Liberty Energy,Oil & Gas Equipment & Services,2389588249
LBTYA,Liberty Global,Telecom Services,9318632581
LBTYB,Liberty Global,Telecom Services,9631799228
LBTYK,Liberty Global,Telecom Services,9306059938
LC,LendingClub,Credit Services,747062710
LCA,Landcadia Holdings IV,Shell Companies,630000020
LCAA,L Catterton Asia Acquisition,Shell Companies,366373138
LCFY,Locafy,Internet Content & Information,7970307
LCI,Lannett Company,Drug Manufacturers - Specialty & Generic,20133542
LCID,Lucid Group,Auto Manufacturers,14461502874
LCII,LCI Industries,Recreational Vehicles,2740328517
LCNB,LCNB Corp.,Banks - Regional,183531480
LCTX,Lineage Cell Therapeutics,Biotechnology,258621920
LCUT,Lifetime Brands,"Furnishings, Fixtures & Appliances",124821459
LCW,Learn CW Investment,Shell Companies,295550021
LDI,loanDepot,Mortgage Finance,498562524
LDOS,Leidos Holdings,Information Technology Services,12786386854
LE,Lands' End,Specialty Retail,312230820
LEA,Lear Corporation,Auto Parts,8161741506
LECO,Lincoln Electric Holdings,Tools & Accessories,9741465175
LEDS,SemiLEDs,Semiconductors,10763470
LEE,"Lee Enterprises,",Publishing,74833865
LEG,"Leggett & Platt,","Furnishings, Fixtures & Appliances",4243729860
LEGH,Legacy Housing,Residential Construction,560744600
LEGN,Legend Biotech,Biotechnology,7768053396
LEJU,Leju Holdings,Real Estate Services,20027258
LEN,Lennar,Residential Construction,29765333816
LEN.B,Lennar,Residential Construction,29685820952
LESL,Leslie's,Home Improvement Retail,2078891911
LEU,Centrus Energy,Uranium,481177356
LEV,The Lion Electric Company,Farm & Heavy Construction Machinery,413331695
LEVI,Levi Strauss & Co.,Apparel Manufacturing,7294236073
LEXX,Lexaria Bioscience,Biotechnology,16079850
LFAC,LF Capital Acquisition Corp. II,Shell Companies,186057828
LFCR,Lifecore Biomedical,Drug Manufacturers - Specialty & Generic,111271464
LFLY,Leafly Holdings,Pharmaceutical Retailers,15903186
LFMD,LifeMD,Pharmaceutical Retailers,54207900
LFST,LifeStance Health Group,Medical Care Facilities,2819011180
LFT,Lument Finance Trust,REIT - Mortgage,103417776
LFUS,Littelfuse,Electronic Components,6630241260
LFVN,LifeVantage,Packaged Foods,44973460
LGF.A,Lions Gate Entertainment,Entertainment,2383596662
LGF.B,Lions Gate Entertainment,Entertainment,2389616272
LGHL,Lion Group Holding,Capital Markets,17930611
LGIH,LGI Homes,Residential Construction,2680915200
LGL,The LGL Group,Electronic Components,22803524
LGMK,LogicMark,Security & Protection Services,3376813
LGND,Ligand Pharmaceuticals,Biotechnology,1222350186
LGO,Largo,Other Industrial Metals & Mining,343072160
LGST,Semper Paratus Acquisition,Shell Companies,516960641
LGVC,LAMF Global Ventures I,Shell Companies,364244882
LGVN,Longeveron,Biotechnology,54899001
LH,Laboratory Corporation of America Holdings,Diagnostics & Research,20398365000
LHC,Leo Holdings Corp. II,Shell Companies,144532360
LHX,L3Harris Technologies,Aerospace & Defense,37791943558
LI,Li Auto,Auto Manufacturers,23730288640
LIAN,LianBio,Biotechnology,211109140
LIBY,Liberty Resources Acquisition,Shell Companies,156654692
LICN,Lichen China,Specialty Business Services,55889996
LICY,Li-Cycle Holdings,Waste Management,1002537085
LIDR,"AEye, Inc.",Auto Parts,47844027
LIFE,aTyr Pharma,Biotechnology,111640410
LIFW,MSP Recovery,Health Information Services,3673718272
LII,Lennox International,Building Products & Equipment,8773454412
LILA,Liberty Latin America,Telecom Services,1705724663
LILAK,Liberty Latin America,Telecom Services,1718118343
LILM,Lilium,Aerospace & Defense,260549810
LIN,Linde,Specialty Chemicals,176242851235
LINC,Lincoln Educational Services,Education & Training Services,181984110
LIND,Lindblad Expeditions Holdings,Travel Services,493577216
LINK,Interlink Electronics,Electronic Components,60677964
LIPO,Lipella Pharmaceuticals,Biotechnology,11717638
LIQT,LiqTech International,Pollution & Treatment Controls,21503915
LITB,LightInTheBox Holding Co.,Internet Retail,179902140
LITE,Lumentum Holdings,Communication Equipment,3627075000
LITM,Snow Lake Resources,Other Industrial Metals & Mining,34594864
LITT,Logistics Innovation Technologies,Shell Companies,432937910
LIVB,LIV Capital Acquisition Corp. II,Shell Companies,131078520
LIVE,Live Ventures,Home Improvement Retail,104506029
LIVN,LivaNova,Medical Devices,2285065836
LIXT,Lixte Biotechnology Holdings,Biotechnology,14151275
LIZI,Lizhi,Internet Content & Information,36731007
LKCO,Luokung Technology,Internet Content & Information,34967358
LKFN,Lakeland Financial,Banks - Regional,1618683948
LKQ,LKQ Corporation,Auto Parts,15155343000
LL,LL Flooring Holdings,Home Improvement Retail,110593350
LLAP,Terran Orbital,Aerospace & Defense,268347765
LLY,Eli Lilly and Company,Drug Manufacturers - General,334026189586
LMAT,LeMaitre Vascular,Medical Instruments & Supplies,1134917328
LMB,Limbach Holdings,Engineering & Construction,182347265
LMDX,LumiraDx,Diagnostics & Research,260051043
LMFA,LM Funding America,Credit Services,10211682
LMND,Lemonade,Insurance - Property & Casualty,984079880
LMNL,Liminal BioSciences,Biotechnology,11733952
LMNR,Limoneira Company,Farm Products,296879490
LMST,Limestone Bancorp,Banks - Regional,172577005
LMT,Lockheed Martin,Aerospace & Defense,123854039673
LNC,Lincoln National,Insurance - Life,3785473591
LND,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,Farm Products,471303666
LNG,Cheniere Energy,Oil & Gas Midstream,38529602400
LNKB,LINKBANCORP,Banks - Regional,132813048
LNN,Lindsay,Farm & Heavy Construction Machinery,1665123832
LNSR,LENSAR,Medical Devices,27978552
LNT,Alliant Energy,Utilities - Regulated Electric,13239995360
LNTH,Lantheus Holdings,Drug Manufacturers - Specialty & Generic,5620617801
LNW,Light & Wonder,Gambling,5492699640
LNZA,LanzaTech Global,Waste Management,660627760
LOAN,Manhattan Bridge Capital,REIT - Mortgage,60578123
LOB,Live Oak Bancshares,Banks - Regional,1059504000
LOCC,Live Oak Crestview Climate Acquisition,Shell Companies,252500010
LOCL,Local Bounti,Farm Products,65342000
LOCO,El Pollo Loco Holdings,Restaurants,343193620
LODE,Comstock,Real Estate Services,33297908
LOGI,Logitech International,Computer Hardware,9188625280
LOMA,Loma Negra Compañía Industrial Argentina,Building Materials,1664630521
LOOP,Loop Industries,Specialty Chemicals,150952056
LOPE,Grand Canyon Education,Education & Training Services,3560219180
LOV,Spark Networks SE,Internet Content & Information,18060060
LOVE,The Lovesac Company,"Furnishings, Fixtures & Appliances",458299296
LOW,Lowe's Companies,Home Improvement Retail,126273078736
LPCN,Lipocine,Biotechnology,28049073
LPG,Dorian LPG,Oil & Gas Midstream,799746910
LPL,LG Display Co.,Consumer Electronics,4487006220
LPLA,LPL Financial Holdings,Capital Markets,15535730309
LPRO,Open Lending,Credit Services,863335260
LPSN,LivePerson,Software - Application,334590651
LPTH,LightPath Technologies,Electronic Components,51327500
LPTV,Loop Media,Broadcasting,333776704
LPTX,Leap Therapeutics,Biotechnology,38724375
LPX,Louisiana-Pacific,Building Products & Equipment,3922198308
LQDA,Liquidia,Biotechnology,455405632
LQDT,Liquidity Services,Internet Retail,415819044
LRCX,Lam Research,Semiconductor Equipment & Materials,70370473360
LRFC,Logan Ridge Finance,Asset Management,56254703
LRMR,Larimar Therapeutics,Biotechnology,196874860
LRN,Stride,Education & Training Services,1686020367
LSAK,Lesaka Technologies,Software - Infrastructure,279816306
LSBK,Lake Shore Bancorp,Banks - Regional,56082313
LSCC,Lattice Semiconductor,Semiconductors,13134301800
LSDI,Lucy Scientific Discovery,Drug Manufacturers - Specialty & Generic,16995056
LSEA,Landsea Homes,Real Estate - Development,259839450
LSF,Laird Superfood,Packaged Foods,8389745
LSI,Life Storage,REIT - Industrial,11545410968
LSPD,Lightspeed Commerce,Software - Application,2272073760
LSTA,Lisata Therapeutics,Biotechnology,24757992
LSTR,Landstar System,Integrated Freight & Logistics,6369911724
LTBR,Lightbridge,Electrical Equipment & Parts,46886788
LTC,LTC Properties,REIT - Healthcare Facilities,1404186044
LTCH,Latch,Software - Application,100464538
LTH,Life Time Group Holdings,Leisure,3089401120
LTHM,Livent,Specialty Chemicals,3826651670
LTRN,Lantern Pharma,Biotechnology,54936420
LTRPA,Liberty TripAdvisor Holdings,Internet Content & Information,150848333
LTRPB,Liberty TripAdvisor Holdings,Internet Content & Information,146162750
LTRX,Lantronix,Communication Equipment,157030410
LTRY,Lottery.com,Gambling,16009956
LU,Lufax Holding,Credit Services,4790363466
LUCD,Lucid Diagnostics,Medical Devices,57713621
LUCY,Innovative Eyewear,Medical Instruments & Supplies,12641501
LULU,Lululemon Athletica,Apparel Retail,46720422102
LUMN,Lumen Technologies,Telecom Services,2593366917
LUMO,Lumos Pharma,Biotechnology,27781200
LUNA,Luna Innovations,Scientific & Technical Instruments,236619264
LUNG,Pulmonx,Medical Devices,409239195
LUNR,Intuitive Machines,Aerospace & Defense,190641665
LUV,Southwest Airlines Co.,Airlines,18832954269
LUXH,LuxUrban Hotels,Lodging,80168051
LVAC,LAVA Medtech Acquisition,Shell Companies,149931240
LVLU,Lulu's Fashion Lounge Holdings,Apparel Retail,92722748
LVO,LiveOne,Entertainment,107133246
LVOX,LiveVox Holdings,Software - Infrastructure,290494674
LVRO,Lavoro,Shell Companies,242363056
LVS,Las Vegas Sands,Resorts & Casinos,44878111969
LVTX,LAVA Therapeutics,Biotechnology,40748105
LVWR,LiveWire Group,Auto Manufacturers,1289307161
LW,Lamb Weston Holdings,Packaged Foods,14994236454
LWAY,Lifeway Foods,Packaged Foods,88015248
LWLG,Lightwave Logic,Specialty Chemicals,579691520
LX,LexinFintech Holdings,Credit Services,494162499
LXEH,Lixiang Education Holding Co.,Education & Training Services,7266703
LXFR,Luxfer Holdings,Specialty Industrial Machinery,444696850
LXP,LXP Industrial Trust,REIT - Industrial,2946018619
LXRX,Lexicon Pharmaceuticals,Biotechnology,464265960
LXU,LSB Industries,Chemicals,792503973
LYB,LyondellBasell Industries,Specialty Chemicals,31034438400
LYEL,Lyell Immunopharma,Biotechnology,646487289
LYFT,"Lyft, Inc.",Software - Application,3351192597
LYG,Lloyds Banking Group,Banks - Regional,39489414758
LYRA,Lyra Therapeutics,Biotechnology,70980454
LYT,Lytus Technologies Holdings PTV.,Software - Application,23671253
LYTS,LSI Industries,Electronic Components,397718040
LYV,Live Nation Entertainment,Entertainment,16051572764
LZ,LegalZoom.com,Specialty Business Services,1723167882
LZB,La-Z-Boy,"Furnishings, Fixtures & Appliances",1257111256
M,Macy's,Department Stores,5102226150
MA,Mastercard,Credit Services,346579110742
MAA,Mid-America Apartment Communities,REIT - Residential,17468862180
MAC,The Macerich Company,REIT - Retail,2377643947
MACA,Moringa Acquisition,Shell Companies,153006490
MACK,Merrimack Pharmaceuticals,Biotechnology,172914363
MAG,MAG Silver,Silver,1308290160
MAIA,MAIA Biotechnology,Biotechnology,39257148
MAIN,Main Street Capital,Asset Management,3162112500
MAN,ManpowerGroup,Staffing & Employment Services,4146570755
MANH,Manhattan Associates,Software - Application,9718838448
MANU,Manchester United,Entertainment,3505833043
